Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15
t20,s1,seg,TMod10,5.59567119405256,79.0590199018479,84.6546910959005,S2I,2.92462867032216,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,8.12301932444097,87.0215119268396,95.1445312512806,S2I,3.23240431703723,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,5.58637299854308,99.5771439998643,105.163516998407,S2I,3.24433341377656,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,8.08306098822504,107.61064617557,115.693707163795,S2I,3.57746171949393,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,6.89995070139412,118.240791611373,125.140742312768,S2I,3.23002365675775,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,5.85677421744913,129.393015957321,135.24979017477,S2I,3.29854044918917,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,6.88997245702194,137.345693625044,144.235666082066,S2I,2.66134748929562,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,3.42968264495721,146.121029171569,149.550711816526,S2I,6.00088921587027,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,3.88113943618373,150.252780204813,154.133919640997,S2I,2.59741831493748,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,2.61738673824584,156.89182289195,159.509209630196,S2I,5.97481262313381,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,3.7708678834606,165.656715681602,169.427583565062,S2I,5.92352545382077,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t20,s1,seg,TMod10,4.67402911762474,170.500720275741,175.174749393365,S2I,3.25139093567295,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,1.28380255273078,5.88758500196855,7.17138755469932,I2S,4.50591569157773,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.942761005193461,15.8164768500137,16.7592378552072,I2S,4.24695439795698,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,1.26369939322467,17.842389229656,19.1060886228806,I2S,5.72152422411588,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,1.92544690700015,25.2034432193905,27.1288901263906,I2S,4.47921376986351,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.481322327628732,29.1841068530921,29.6654291807208,I2S,6.07296826158899,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.270732304081321,30.4677749852417,30.738507289323,I2S,0.464017814951944,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,1.97567186283413,35.692756949371,37.6684288122051,I2S,4.81821592419996,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,3.48001652778476,45.7521708425775,49.2321873703622,I2S,5.80075440385889,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,3.48987558149383,55.1588324745535,58.6487080560473,I2S,5.43414353838423,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,2.09593126142863,64.8263806002506,66.9223118616792,I2S,4.34941681810177,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.411179951071972,75.6672667033272,76.0784466543992,I2S,3.81920067093957,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,3.10876544637722,86.3381620999426,89.4469275463198,I2S,5.93567963570266,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.381002201407682,93.2684706613654,93.6494728627731,I2S,2.29303142703266,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,3.72059889332741,95.805615270423,99.5262141637504,I2S,5.98549688667227,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.471404671814525,106.265742519696,106.73714719151,I2S,4.23307442460037,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.250748666323489,107.609640338866,107.860389005189,I2S,4.93882807061199,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,6.43821437831502,110.979489936813,117.417704315129,I2S,4.6606810765818,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
